strategy,first_seen_in,novel,replicable,blocked_reason,base,tier,odds,oos_win,oos_roi,bets,backed,price_column,graded_against,min_odds_floor,hold_sec,window_sec,market_status_columns,reconciliation_gap,n_conditions,conditions
BAS_dog_leading_0148,MODE3_202748.xlsx,True,False,"2 term(s) the engine cannot rebuild: open_vs_now_lead, pc_f3e46219",dog_leading,Jobber,2.406,43.6,4.9,319,dog_leading,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,0,5,line_open >= 140.0 AND need_frac >= 0.4 AND open_vs_now_lead <= 0.9043 AND motif_0 <= 0.0 AND pc_f3e46219 >= -0.4756
BAS_spec:Loser_1_0023,MODE3_202748.xlsx,True,False,1 term(s) the engine cannot rebuild: total_line_move,spec:Loser_1G,Ino,5.383,18.4,4.9,309,spec:Loser_1G,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,5.85,4,time_at_this_price <= 28.2017 AND lead_vs_line <= -170.833 AND total_line_move >= -4.0 AND lead_m30 <= 1.0
BAS_tg_under_lag_0136,MODE3_202748.xlsx,True,False,1 term(s) the engine cannot rebuild: rk_lead_off_high,tg_under_lag,Vision,1.907,55.2,4.8,418,tg_under_lag,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-0.47,4,line_open >= 140.0 AND rk_lead_off_high >= 0.2333 AND lead_m15 <= 1.0 AND line_vel <= 1.0
BAS_lead_ml_0144,MODE3_202748.xlsx,True,False,1 term(s) the engine cannot rebuild: open_vs_now_lead,lead_ml,Jobber,2.402,43.9,4.8,327,lead_ml,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-0.65,6,line_open >= 140.0 AND need_frac >= 0.4 AND open_vs_now_lead <= 0.9043 AND motif_0 <= 0.0 AND X_minute__minus__u_drought <= 26.2769 AND req_ratio >= 1.1951
BAS_spec:TG_Hist_0014,MODE3_202748.xlsx,True,True,,spec:TG_Historical_vs_Handicap_Under,Vision,1.78,58.5,4.7,430,spec:TG_Historical_vs_Handicap_Under,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,0.57,5,prog_score <= 0.35 AND line_move <= 4.0 AND price_gap <= 1.89 AND opp_drift <= 1.0811 AND need_vs_expected <= 168.5
BAS_prop:match_t_0073,MODE3_202748.xlsx,True,False,1 term(s) the engine cannot rebuild: rk_odds_ratio,prop:match_total_pace,Vision,1.931,54.5,4.7,365,prop:match_total_pace,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-0.54,2,rk_odds_ratio <= 2.6602 AND lead_vs_line >= -173.8462
BAS_tg_under_lag_0035,MODE3_202748.xlsx,True,True,,tg_under_lag,Vision,1.78,58.8,4.6,380,tg_under_lag,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-0.06,4,time_at_this_price <= 28.2017 AND u_vf <= 0.8899 AND ld_rank >= 0.625 AND is_big_lead >= 0.2821
BAS_lead_ml_0082,MODE3_202748.xlsx,True,False,"2 term(s) the engine cannot rebuild: rk_implied_edge, u_drought",lead_ml,Npc,1.494,69.8,4.3,330,lead_ml,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,0.02,3,prog_score <= 0.35 AND rk_implied_edge >= 0.107 AND u_drought <= 71.4786
BAS_tg_under_0068,MODE3_202748.xlsx,True,True,,tg_under,Vision,1.907,54.9,4.3,412,tg_under,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-0.39,3,prog >= 0.7151017554368007 AND time_at_this_price < 52.915909090909054 AND X_X_u_elapsed__minus__u_time_in_lead__over__X_u_pace__over__u_time_in_lead <= 0.0249
BAS_tg_under_0003,MODE3_202748.xlsx,True,True,,tg_under,Vision,1.78,58.3,4.2,418,tg_under,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,0.43,5,prog_score <= 0.35 AND line_move <= 4.0 AND price_gap <= 1.89 AND opp_drift <= 1.0811 AND tot_vs_line >= -174.5
BAS_tg_under_lag_0132,MODE3_202748.xlsx,True,False,"2 term(s) the engine cannot rebuild: pace_vs_line_pct, trailer_price",tg_under_lag,Vision,1.933,54.2,4.1,330,tg_under_lag,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-0.67,5,line_open >= 140.0 AND need_frac >= 0.4 AND trailer_price >= 1.8471 AND pace_vs_line_pct >= -0.9852 AND eng_minute_ge_2 >= 1.0
BAS_late_lead_ho_0166,MODE3_202748.xlsx,True,False,"3 term(s) the engine cannot rebuild: lead_changes_300s, rk_odds_ratio, tg_overround",late_lead_hold,Jobber,2.293,46,4.1,319,late_lead_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-1.38,6,line_open >= 140.0 AND prog_score <= 0.35 AND rk_odds_ratio <= 2.3716 AND X_minute__minus__u_drought <= 28.0923 AND lead_changes_300s <= 2.0 AND tg_overround <= 1.1237
BAS_tg_under_0012,MODE3_202748.xlsx,True,True,,tg_under,Vision,1.767,58.7,4,805,tg_under,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,0.28,2,u_jump >= 0.9449 AND total_points_under <= 1.8
BAS_spec:Leader_0077,MODE3_202748.xlsx,True,False,"2 term(s) the engine cannot rebuild: overround_now, u_price",spec:Leader,Npc,1.553,67.3,3.7,353,spec:Leader,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-0.82,3,prog_score <= 0.35 AND u_price <= 1.7584 AND overround_now <= 1.1135
BAS_spec:TG_Hist_0018,MODE3_202748.xlsx,True,False,1 term(s) the engine cannot rebuild: tg_imp_under,spec:TG_Historical_vs_Handicap_Under,Vision,1.766,58.5,3.7,555,spec:TG_Historical_vs_Handicap_Under,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,0.39,4,wall_min <= 171.805 AND lead_m15 <= 1.0 AND tg_imp_under >= 0.5435 AND secs_since_price <= 0.0
BAS_spec:TG_Hist_0069,MODE3_202748.xlsx,True,False,1 term(s) the engine cannot rebuild: rk_odds_ratio,spec:TG_Historical_vs_Handicap_Under,Vision,1.931,54,3.6,365,spec:TG_Historical_vs_Handicap_Under,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-0.67,2,rk_odds_ratio <= 2.6602 AND lead_vs_line >= -173.8462
BAS_spec:HT_Unde_0122,MODE3_202748.xlsx,True,False,"2 term(s) the engine cannot rebuild: lead_changes_300s, rk_dog_odds",spec:HT_Underdog_Fade,Vision,1.744,59.4,3.5,321,spec:HT_Underdog_Fade,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-0.09,3,prog_score <= 0.35 AND rk_dog_odds >= 1.8351 AND lead_changes_300s <= 2.0
BAS_tg_under_0001,MODE3_202748.xlsx,True,False,"2 term(s) the engine cannot rebuild: rk_odds_ratio, tg_proj_vs_line",tg_under,Vision,1.777,57.7,3.5,338,tg_under,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,0.97,3,rk_odds_ratio <= 2.6602 AND prog_q >= 0.4444 AND tg_proj_vs_line >= -167.5197
BAS_prop:first_s_0052,MODE3_202748.xlsx,True,False,"2 term(s) the engine cannot rebuild: rk_odds_ratio, total_line_move",prop:first_scorer_hold,Jobber,2.211,46.9,3.5,326,prop:first_scorer_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-0.2,4,line_open >= 140.0 AND prog_score <= 0.35 AND rk_odds_ratio <= 2.3716 AND total_line_move >= -4.0
BAS_late_lead_ho_0114,MODE3_202748.xlsx,True,False,1 term(s) the engine cannot rebuild: needed_rate_for_over,late_lead_hold,Npc,1.651,63.4,3.4,338,late_lead_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-1.27,3,dog_odds_vol_180 <= 0.15546 AND u_pace <= 58.0667 AND needed_rate_for_over >= 2.9473
BAS_prop:first_s_0058,MODE3_202748.xlsx,True,True,,prop:first_scorer_hold,Jobber,2.231,46.3,3.4,314,prop:first_scorer_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,0.1,4,prog_score <= 0.35 AND lead_vs_line <= -151.823 AND opp_o <= 4.17 AND px_gap_ratio <= 1.442
BAS_prop:first_s_0051,MODE3_202748.xlsx,True,False,1 term(s) the engine cannot rebuild: rk_fav_odds,prop:first_scorer_hold,Jobber,2.242,46.2,3.3,329,prop:first_scorer_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-0.28,4,prog_score <= 0.35 AND lead_vs_line <= -140.5 AND secs_since_quarter_start <= 41.6871 AND rk_fav_odds >= 1.2738
BAS_late_lead_ho_0111,MODE3_202748.xlsx,True,False,1 term(s) the engine cannot rebuild: rk_fav_odds,late_lead_hold,Npc,1.543,67.6,3.2,343,late_lead_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-1.11,3,prog_score <= 0.35 AND rk_fav_odds <= 1.75 AND u_overround <= 1.113
BAS_h1_winner_0177,MODE3_202748.xlsx,True,True,,h1_winner,Npc,1.537,67.3,3.2,328,h1_winner,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-0.24,3,time_at_this_price <= 28.2017 AND price_rank_in_match >= 0.3333 AND u_flat <= 0.4769
BAS_prop:first_s_0096,MODE3_202748.xlsx,True,False,1 term(s) the engine cannot rebuild: rk_odds_ratio,prop:first_scorer_hold,Npc,1.629,64.2,3.2,323,prop:first_scorer_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-1.38,5,prog_score <= 0.35 AND odds_ratio <= 1.2094 AND pts_last_60s <= 6.0 AND lead_m15 <= 1.0 AND rk_odds_ratio >= 1.0318
BAS_spec:TG_Hist_0070,MODE3_202748.xlsx,True,True,,spec:TG_Historical_vs_Handicap_Under,Vision,1.908,54.4,3.2,339,spec:TG_Historical_vs_Handicap_Under,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-0.6,3,price_rank_in_match >= 0.3636365114164554 AND secs_since_score < 97.0 AND X_minute__over__u_pace <= 1.5057
BAS_prop:match_t_0021,MODE3_202748.xlsx,True,False,1 term(s) the engine cannot rebuild: pace_last_300s_vs_line,prop:match_total_pace,Vision,1.777,57.7,3.1,414,prop:match_total_pace,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,0.57,6,prog_score <= 0.35 AND line_move <= 4.0 AND price_gap <= 1.89 AND opp_drift <= 1.0811 AND trail <= 6.0 AND pace_last_300s_vs_line >= -174.5
BAS_late_lead_ho_0116,MODE3_202748.xlsx,True,False,"4 term(s) the engine cannot rebuild: lead_changes_300s, pc_2f7f4d0c, rk_dog_odds, rk_odds_ratio",late_lead_hold,Npc,1.585,65.8,3,354,late_lead_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-1.29,6,line_open >= 140.0 AND prog_score <= 0.35 AND rk_odds_ratio <= 2.3716 AND rk_dog_odds >= 1.84 AND pc_2f7f4d0c <= 0.6721 AND lead_changes_300s <= 2.0
BAS_spec:HT_Unde_0123,MODE3_202748.xlsx,True,True,,spec:HT_Underdog_Fade,Vision,1.737,59.5,3,331,spec:HT_Underdog_Fade,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-0.35,4,total_points_under >= 1.75 AND pm_away <= 2.85 AND X_X_u_elapsed__minus__u_time_in_lead__minus__X_u_pace__over__u_time_in_lead <= -19.1179 AND u_vel_t <= 0.0198
BAS_prop:first_s_0053,MODE3_202748.xlsx,True,True,,prop:first_scorer_hold,Jobber,2.282,45.9,3,314,prop:first_scorer_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-1.74,4,line_open >= 140.0 AND need_frac >= 0.4 AND prog_score <= 0.1318 AND px_gap_ratio <= 1.4925
BAS_tg_under_0004,MODE3_202748.xlsx,True,False,1 term(s) the engine cannot rebuild: pace_last_300s_vs_line,tg_under,Vision,1.777,57.6,2.9,343,tg_under,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,0.54,6,prog_score <= 0.35 AND line_move <= 4.0 AND price_gap <= 1.89 AND opp_drift <= 1.0811 AND trail <= 6.0 AND pace_last_300s_vs_line >= -185.8205
BAS_tg_under_lag_0037,MODE3_202748.xlsx,True,False,1 term(s) the engine cannot rebuild: tg_proj_vs_line,tg_under_lag,Vision,1.779,57.5,2.9,466,tg_under_lag,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,0.61,4,prog_score <= 0.35 AND line_move <= 4.0 AND price_gap <= 1.89 AND tg_proj_vs_line >= -168.5
BAS_prop:late_le_0157,MODE3_202748.xlsx,True,False,1 term(s) the engine cannot rebuild: lead_changes_300s,prop:late_lead_hold,Npc,1.636,62.8,2.8,339,prop:late_lead_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,0.06,4,dog_odds_vol_180 <= 0.15546 AND price_gap >= 0.04 AND lead_changes_300s <= 2.0 AND line_flat >= 1.0
BAS_late_lead_ho_0102,MODE3_202748.xlsx,True,False,1 term(s) the engine cannot rebuild: rk_dog_odds,late_lead_hold,Npc,1.637,63.2,2.7,314,late_lead_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-0.76,6,line_open >= 140.0 AND pm_away <= 2.92 AND leader_runmax <= 3.66 AND lead_vs_med <= 1.175 AND rk_dog_odds >= 1.83 AND u_trend <= -2.6556
BAS_late_lead_ho_0105,MODE3_202748.xlsx,True,False,"2 term(s) the engine cannot rebuild: pc_2f7f4d0c, trailer_price",late_lead_hold,Npc,1.557,66.7,2.6,371,late_lead_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-1.25,4,line_open >= 140.0 AND need_frac >= 0.4 AND trailer_price >= 1.8471 AND pc_2f7f4d0c <= 0.6917
BAS_spec:TG_Hist_0017,MODE3_202748.xlsx,True,False,1 term(s) the engine cannot rebuild: tg_proj_vs_line,spec:TG_Historical_vs_Handicap_Under,Vision,1.778,57.3,2.5,447,spec:TG_Historical_vs_Handicap_Under,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,0.62,4,prog_score <= 0.35 AND line_move <= 4.0 AND price_gap <= 1.89 AND tg_proj_vs_line >= -168.1895
BAS_tg_under_lag_0134,MODE3_202748.xlsx,True,False,1 term(s) the engine cannot rebuild: pace_last_300s_vs_line,tg_under_lag,Vision,1.916,53.8,2.5,559,tg_under_lag,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-0.58,6,total_points_under >= 1.75 AND hour >= 2.0 AND away_odds >= 1.159999966621399 AND prog >= 0.25 AND recovery_x >= 1.0 AND pace_last_300s_vs_line >= -156.5908
BAS_late_lead_ho_0112,MODE3_202748.xlsx,True,False,1 term(s) the engine cannot rebuild: trailer_drift,late_lead_hold,Npc,1.623,63.9,2.4,387,late_lead_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-1.31,4,pm_ratio <= 3.6843 AND imbal >= 0.0164 AND line_flat >= 0.8667 AND trailer_drift >= 1.0222
BAS_spread_dog_c_0155,MODE3_202748.xlsx,True,False,"2 term(s) the engine cannot rebuild: lead_changes_300s, rk_dog_odds",spread_dog_cover,Vision,1.924,53.4,2.4,439,spread_dog_cover,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-0.34,4,line_open >= 140.0 AND prog_score <= 0.35 AND rk_dog_odds >= 1.8392 AND lead_changes_300s <= 1.0
BAS_spec:HT_Unde_0124,MODE3_202748.xlsx,True,False,1 term(s) the engine cannot rebuild: pc_6a99ae09,spec:HT_Underdog_Fade,Vision,1.719,59.6,2.3,334,spec:HT_Underdog_Fade,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-0.15,2,imbal >= 0.0217 AND pc_6a99ae09 >= -0.6204
BAS_tg_under_lag_0031,MODE3_202748.xlsx,True,False,1 term(s) the engine cannot rebuild: abs_margin_per_remaining_s,tg_under_lag,Vision,1.782,57.1,2.3,433,tg_under_lag,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,0.55,4,time_at_this_price <= 28.2017 AND u_vf <= 0.8899 AND abs_margin_per_remaining_s >= 0.0004 AND lead_vs_line >= -180.341
BAS_spread_dog_c_0119,MODE3_202748.xlsx,True,True,,spread_dog_cover,Vision,1.8,56.8,2.3,360,spread_dog_cover,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,0.06,5,line_open >= 140.0 AND need_frac >= 0.4 AND prog_score <= 0.35 AND u_ratio_open <= 3.0051 AND point_spread_handicap <= -1.5
BAS_pm_underdog_0044,MODE3_202748.xlsx,True,False,1 term(s) the engine cannot rebuild: pc_fea3bd2c,pm_underdog,Jobber,2.469,42.3,2.3,291,pm_underdog,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-2.14,3,line_open >= 170.0 AND odds_ratio <= 2.4922 AND pc_fea3bd2c >= -0.6634951233863831
BAS_dog_leading_0147,MODE3_202748.xlsx,True,False,1 term(s) the engine cannot rebuild: tg_overround,dog_leading,Jobber,2.493,41.6,2.3,322,dog_leading,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-1.41,4,line_open >= 140.0 AND prog_score <= 0.35 AND X_X_minute__x__u_pace__minus__X_u_elapsed__minus__u_time_in_lead <= 169.724 AND tg_overround <= 1.1237
BAS_spec:Leader_0079,MODE3_202748.xlsx,True,True,,spec:Leader,Npc,1.648,62.7,2.2,356,spec:Leader,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-1.13,3,prog_score <= 0.35 AND dog_odds_vol_180 <= 0.1733 AND req_ratio <= 1.3177
BAS_tg_under_0006,MODE3_202748.xlsx,True,False,"2 term(s) the engine cannot rebuild: needed_rate_for_over, u_hazard",tg_under,Vision,1.774,57.4,2.2,408,tg_under,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,0.37,3,u_hazard <= -0.1409 AND needed_rate_for_over <= 3.6355 AND prog_q >= 0.0456
BAS_prop:shorten_0163,MODE3_202748.xlsx,True,True,,prop:shortener_vs_open,Jobber,2.275,45.1,2.1,332,prop:shortener_vs_open,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-0.5,3,pm_ratio <= 3.6843 AND imbal >= 0.0164 AND u_jump >= 0.9459
BAS_late_lead_ho_0104,MODE3_202748.xlsx,True,False,1 term(s) the engine cannot rebuild: u_hazard,late_lead_hold,Npc,1.628,63.3,2,337,late_lead_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-1.05,5,line_open >= 140.0 AND prog_score <= 0.35 AND h_score <= 16.1205 AND u_hazard <= -0.1356 AND opp_velocity >= -0.0842
BAS_lead_ml_0085,MODE3_202748.xlsx,True,False,1 term(s) the engine cannot rebuild: home_pace,lead_ml,Npc,1.628,63.3,2,322,lead_ml,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-1.05,3,dog_odds_vol_180 <= 0.15546 AND X_minute__over__u_vol <= 353.579 AND home_pace <= 23.5316
BAS_lead_ml_0086,MODE3_202748.xlsx,True,True,,lead_ml,Npc,1.621,63.6,1.9,396,lead_ml,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-1.2,3,nchg_120 <= 2.0 AND retrace_lead <= 0.3623 AND dow >= 2.0
BAS_prop:first_s_0090,MODE3_202748.xlsx,True,False,"2 term(s) the engine cannot rebuild: pc_f3e46219, trailer_price",prop:first_scorer_hold,Npc,1.604,64,1.9,339,prop:first_scorer_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-0.76,4,line_open >= 140.0 AND need_frac >= 0.4 AND trailer_price >= 1.8471 AND pc_f3e46219 <= 2.3571
BAS_prop:garbage_0128,MODE3_202748.xlsx,True,False,1 term(s) the engine cannot rebuild: total_line_move,prop:garbage_under,Vision,1.761,57.8,1.9,307,prop:garbage_under,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,0.11,2,total_line_move >= -5.8769 AND total_line_move >= 0.0
BAS_tg_under_0067,MODE3_202748.xlsx,True,False,"2 term(s) the engine cannot rebuild: prog_x_margin, rk_odds_ratio",tg_under,Vision,1.932,53.1,1.9,300,tg_under,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-0.69,5,rk_odds_ratio <= 2.6602 AND u_drift_opp >= 0.7584 AND motif_2 <= 0.0 AND prog_x_margin >= -2.5026 AND X_u_elapsed__minus__u_time_in_lead >= -0.2546
BAS_prop:held_le_0170,MODE3_202748.xlsx,True,False,"2 term(s) the engine cannot rebuild: pc_428f55cf, rk_implied_edge",prop:held_lead,Npc,1.482,68.5,1.8,323,prop:held_lead,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,0.28,2,rk_implied_edge >= 0.1704 AND pc_428f55cf <= 2.0819
BAS_late_lead_ho_0168,MODE3_202748.xlsx,True,False,1 term(s) the engine cannot rebuild: trailer_price,late_lead_hold,Jobber,2.208,45.8,1.8,412,late_lead_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,0.67,2,trailer_price >= 1.34 AND retrace_lead <= 0.0439
BAS_prop:first_s_0065,MODE3_202748.xlsx,True,False,"3 term(s) the engine cannot rebuild: margin_per_possession, rk_odds_ratio, tg_overround",prop:first_scorer_hold,Jobber,2.341,45.8,1.8,316,prop:first_scorer_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-5.42,6,line_open >= 140.0 AND need_frac >= 0.4 AND prog_score <= 0.35 AND rk_odds_ratio <= 2.8601 AND margin_per_possession <= 0.0166 AND tg_overround <= 1.1236
BAS_prop:dog_lea_0151,MODE3_202748.xlsx,True,False,1 term(s) the engine cannot rebuild: tg_imp_over,prop:dog_leading_late,Jobber,2.394,43.8,1.8,339,prop:dog_leading_late,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-3.06,3,u_overround <= 1.1109 AND u_ratio_open <= 2.8919 AND tg_imp_over <= 0.6235
BAS_prop:first_s_0064,MODE3_202748.xlsx,True,False,1 term(s) the engine cannot rebuild: rk_odds_ratio,prop:first_scorer_hold,Jobber,2.358,43.6,1.8,337,prop:first_scorer_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-1.01,5,line_open >= 140.0 AND need_frac >= 0.4 AND prog_score <= 0.35 AND rk_odds_ratio <= 2.8601 AND wall_min >= 138.5
BAS_spec:Leader_0078,MODE3_202748.xlsx,True,True,,spec:Leader,Npc,1.592,64.4,1.7,338,spec:Leader,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-0.82,3,prog_score <= 0.35 AND loser_runmax >= 1.8722 AND dow >= 1.041
BAS_prop:drifter_0028,MODE3_202748.xlsx,True,True,,prop:drifter_vs_open,Feeder,5.264,20,1.7,348,prop:drifter_vs_open,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-3.58,6,line_open >= 140.0 AND pm_away <= 2.92 AND leader_runmax <= 3.66 AND secs_since_run_started >= 0.0 AND fav_lead_m30 >= -1.0 AND u_trend <= -6.5658
BAS_prop:first_s_0093,MODE3_202748.xlsx,True,True,,prop:first_scorer_hold,Npc,1.653,62.1,1.6,418,prop:first_scorer_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-1.05,3,q <= 1.0 AND lead_m30 <= 1.0 AND opp >= 1.5927
BAS_tg_under_0008,MODE3_202748.xlsx,True,False,1 term(s) the engine cannot rebuild: tg_imp_under,tg_under,Vision,1.711,59.1,1.6,239,tg_under,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,0.48,3,time_at_this_price <= 28.2017 AND price_rank_in_match >= 0.3333 AND tg_imp_under >= 0.5682
BAS_DRIFTED_0121,MODE3_202748.xlsx,True,False,1 term(s) the engine cannot rebuild: rk_lead_off_low,DRIFTED,Npc,1.558,65.4,1.5,351,DRIFTED,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-0.39,3,rk_lead_off_low <= 2.1135 AND imbal >= 0.0217 AND u_ratio_open >= 0.6317
BAS_prop:late_le_0158,MODE3_202748.xlsx,True,False,1 term(s) the engine cannot rebuild: margin_range_300s,prop:late_lead_hold,Npc,1.652,61.5,1.5,336,prop:late_lead_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-0.1,3,dog_odds_vol_180 <= 0.15546 AND margin_range_300s >= 4.0 AND ten_mins <= 23.4436
BAS_prop:shorten_0152,MODE3_202748.xlsx,True,False,1 term(s) the engine cannot rebuild: scores_300s,prop:shortener_vs_open,Npc,1.638,62,1.5,317,prop:shortener_vs_open,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-0.06,5,lead_size >= 3.0 AND u_ratio_open <= 2.8107 AND scores_300s <= 4.0 AND fav_odds_trend_60 <= 0.2231 AND ten_mins <= 23.0897
BAS_spread_dog_c_0120,MODE3_202748.xlsx,True,True,,spread_dog_cover,Vision,1.8,56.4,1.5,309,spread_dog_cover,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-0.02,4,line_open >= 140.0 AND retrace_lead <= 0.3163 AND secs_since_run_started >= 0.0 AND X_u_elapsed__minus__u_time_in_lead >= -0.1992
